Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
Ugwo4UihSxEdO76PYyd4AaABAg,UCETh_r8bn3OY09WLPnnANQA,2025-08-12T13:11:03.636753+00:00,0,yjEJ7PWXVcA,"{""text"":""you're killing it, Jules! i gotta say, you've grown on me... your content just gets better and better... good going""}"





